pointID,X,Y,Buffer_type,Area2000_road,Area2000_ref,Area2000_AC,Area2000_RC,Area2020_road,Area2020_ref,Area2020_AC,Area2020_RC,H2000_road,H2000_ref,H2000_AC,H2000_RC,H2020_road,H2020_ref,H2020_AC,H2020_RC,PD2000_road,PD2000_ref,PD2000_AC,PD2000_RC,PD2020_road,PD2020_ref,PD2020_AC,PD2020_RC,NPP2000_road,NPP2000_ref,NPP2000_AC,NPP2000_RC,NPP2020_road,NPP2020_ref,NPP2020_AC,NPP2020_RC,Area_AC_trend,Area_RC_trend,H_AC_trend,H_RC_trend,PD_AC_trend,PD_RC_trend,NPP_AC_trend,NPP_RC_trend,CEI_Diff,Nearest_Ref_Distance,Ref_Points_Used
18135.0000,-5677444.2710,-542465.7293,5.0000,100.0000,99.9649,0.0351,0.0176,100.0000,99.9301,0.0699,0.0350,27.5400,26.7933,0.7467,1.3743,27.0900,26.1610,0.9290,1.7446,1.0000,1.0000,0.0000,0.0000,1.0000,1.0041,-0.0041,-0.2070,1256.1000,1245.2516,10.8484,0.4337,1332.8000,1316.4186,16.3814,0.6183,0.0348,33.1359,0.1823,10.8802,-0.0041,-100.0000,5.5331,20.3199,0.0004,5000.0000,885
18136.0000,-5676444.2710,-542465.7293,4.0000,100.0000,99.9016,0.0984,0.0492,100.0000,99.8625,0.1375,0.0688,28.0200,26.3834,1.6366,3.0083,27.2100,25.6686,1.5414,2.9150,1.0000,1.0017,-0.0017,-0.0843,1.0000,1.0782,-0.0782,-3.7622,1272.8000,1238.9144,33.8856,1.3491,1331.4000,1314.6707,16.7293,0.6322,0.0391,16.5538,-0.0952,-2.9956,-0.0765,-95.7760,-17.1563,-33.8958,-0.0013,4000.0000,869
18137.0000,-5675444.2710,-542465.7293,4.0000,100.0000,99.9018,0.0982,0.0491,100.0000,99.8570,0.1430,0.0715,26.9600,26.1920,0.7680,1.4449,26.0100,25.3930,0.6170,1.2003,1.0000,1.0013,-0.0013,-0.0641,1.0000,1.0774,-0.0774,-3.7268,1236.2000,1240.3884,-4.1884,-0.1691,1351.1000,1311.5006,39.5994,1.4872,0.0448,18.5834,-0.1510,-10.9029,-0.0761,-96.7382,43.7878,100.0000,-0.0093,3000.0000,853
18138.0000,-5674444.2710,-542465.7293,3.0000,100.0000,99.9120,0.0880,0.0440,100.0000,99.8957,0.1043,0.0522,27.4100,26.4733,0.9367,1.7384,26.4100,25.7716,0.6384,1.2234,1.0000,1.0020,-0.0020,-0.0992,1.0000,1.0722,-0.0722,-3.4825,1252.1000,1238.5312,13.5688,0.5448,1300.9000,1316.9528,-16.0528,-0.6132,0.0164,8.5050,-0.2983,-18.9375,-0.0702,-94.6417,-29.6216,-100.0000,-0.0010,2000.0000,836
18139.0000,-5673444.2710,-542465.7293,2.0000,100.0000,99.9831,0.0169,0.0085,100.0000,99.9566,0.0434,0.0217,27.2400,26.8254,0.4146,0.7668,26.8200,26.1594,0.6606,1.2468,1.0000,1.0000,0.0000,0.0000,1.0000,1.0041,-0.0041,-0.2045,1274.8000,1225.7076,49.0924,1.9633,1355.1000,1334.6898,20.4102,0.7588,0.0264,43.8257,0.2460,22.8813,-0.0041,-100.0000,-28.6823,-41.2679,0.0047,1000.0000,819
18328.0000,-5684444.2710,-543465.7293,2.0000,100.0000,99.9681,0.0319,0.0160,100.0000,99.9460,0.0540,0.0270,27.0800,27.2534,-0.1734,-0.3192,26.0300,26.3502,-0.3202,-0.6114,1.0000,1.0000,0.0000,0.0000,1.0000,1.0004,-0.0004,-0.0213,1220.1000,1245.7262,-25.6262,-1.0393,1348.8000,1321.4582,27.3418,1.0239,0.0221,25.7256,-0.1468,-29.7368,-0.0004,-100.0000,52.9679,100.0000,0.0025,1000.0000,997
18329.0000,-5683444.2710,-543465.7293,3.0000,100.0000,99.9519,0.0481,0.0240,100.0000,99.9273,0.0727,0.0364,26.9200,26.8974,0.0226,0.0419,25.5900,26.0065,-0.4165,-0.8072,1.0000,1.0005,-0.0005,-0.0245,1.0000,1.0007,-0.0007,-0.0374,1233.4000,1241.5635,-8.1635,-0.3298,1345.1000,1318.9485,26.1515,0.9816,0.0247,20.4219,-0.4391,-100.0000,-0.0003,-20.8048,34.3150,100.0000,0.0005,2000.0000,981
18329.0000,-5683444.2710,-543465.7293,3.0000,100.0000,99.9519,0.0481,0.0240,100.0000,99.9273,0.0727,0.0364,26.9200,26.8974,0.0226,0.0419,25.5900,26.0065,-0.4165,-0.8072,1.0000,1.0005,-0.0005,-0.0245,1.0000,1.0007,-0.0007,-0.0374,1233.4000,1241.5635,-8.1635,-0.3298,1345.1000,1318.9485,26.1515,0.9816,0.0247,20.4219,-0.4391,-100.0000,-0.0003,-20.8048,34.3150,100.0000,0.0005,2000.0000,981
18330.0000,-5682444.2710,-543465.7293,3.0000,100.0000,99.9490,0.0510,0.0255,100.0000,99.9091,0.0909,0.0455,26.9600,26.8889,0.0711,0.1320,25.6300,26.0320,-0.4020,-0.7782,1.0000,1.0000,0.0000,0.0000,1.0000,1.0015,-0.0015,-0.0737,1241.2000,1242.0632,-0.8632,-0.0348,1352.4000,1318.0598,34.3402,1.2859,0.0400,28.1626,-0.4731,-100.0000,-0.0015,-100.0000,35.2034,100.0000,0.0006,2828.4271,965
18331.0000,-5681444.2710,-543465.7293,4.0000,100.0000,99.8741,0.1259,0.0630,100.0000,99.8426,0.1574,0.0788,27.8900,26.4222,1.4678,2.7025,26.4200,25.6593,0.7607,1.4607,1.0000,1.0012,-0.0012,-0.0592,1.0000,1.0494,-0.0494,-2.4123,1230.4000,1240.8283,-10.4283,-0.4220,1330.3000,1314.9988,15.3012,0.5784,0.0315,11.1314,-0.7071,-31.7288,-0.0483,-95.3162,25.7296,100.0000,-0.0025,3605.5513,950
18332.0000,-5680444.2710,-543465.7293,5.0000,100.0000,99.8838,0.1162,0.0581,100.0000,99.8750,0.1250,0.0625,28.0600,26.4806,1.5794,2.8957,27.1000,25.7387,1.3613,2.5763,1.0000,1.0026,-0.0026,-0.1303,1.0000,1.0410,-0.0410,-2.0103,1217.6000,1241.2740,-23.6740,-0.9628,1320.4000,1316.3956,4.0044,0.1519,0.0089,3.6703,-0.2181,-7.4161,-0.0384,-88.0410,27.6783,100.0000,-0.0007,4472.1360,935
18333.0000,-5679444.2710,-543465.7293,6.0000,100.0000,99.9351,0.0649,0.0325,100.0000,99.8895,0.1105,0.0553,26.8700,26.7397,0.1303,0.2430,26.2800,25.9510,0.3290,0.6299,1.0000,1.0008,-0.0008,-0.0400,1.0000,1.0017,-0.0017,-0.0829,1243.3000,1241.3058,1.9942,0.0803,1321.1000,1317.8894,3.2106,0.1217,0.0456,26.0031,0.1988,43.2749,-0.0009,-34.8480,1.2165,23.3723,0.0007,5385.1648,919
18334.0000,-5678444.2710,-543465.7293,6.0000,100.0000,99.9126,0.0874,0.0437,100.0000,99.8917,0.1083,0.0542,25.1900,26.5916,-1.4016,-2.7067,24.1700,25.8520,-1.6820,-3.3626,1.0000,1.0016,-0.0016,-0.0784,1.0000,1.0494,-0.0494,-2.4117,1160.3000,1239.8391,-79.5391,-3.3139,1302.0000,1318.3677,-16.3677,-0.6246,0.0209,10.7015,-0.2805,-9.0955,-0.0479,-93.8467,63.1713,65.8674,-0.0004,6000.0000,903
18335.0000,-5677444.2710,-543465.7293,5.0000,100.0000,99.9006,0.0994,0.0497,100.0000,99.8845,0.1155,0.0578,25.9300,26.5626,-0.6326,-1.2051,25.3600,25.8328,-0.4728,-0.9237,1.0000,1.0016,-0.0016,-0.0775,1.0000,1.0542,-0.0542,-2.6372,1263.7000,1239.0316,24.6684,0.9857,1318.4000,1319.2328,-0.8328,-0.0316,0.0160,7.4569,0.1598,14.4521,-0.0526,-94.4330,-25.5012,-100.0000,-0.0006,5000.0000,886
18336.0000,-5676444.2710,-543465.7293,5.0000,100.0000,99.8996,0.1004,0.0502,100.0000,99.8780,0.1220,0.0610,28.3900,26.4068,1.9832,3.6192,27.4200,25.6785,1.7415,3.2798,1.0000,1.0017,-0.0017,-0.0872,1.0000,1.0769,-0.0769,-3.7009,1277.6000,1239.3561,38.2439,1.5194,1341.3000,1316.7353,24.5647,0.9242,0.0216,9.6965,-0.2417,-6.4892,-0.0751,-95.5564,-13.6792,-21.7792,-0.0010,4000.0000,869
18337.0000,-5675444.2710,-543465.7293,4.0000,100.0000,99.8995,0.1005,0.0503,100.0000,99.8653,0.1347,0.0674,28.3300,26.2038,2.1262,3.8989,27.1400,25.4045,1.7355,3.3030,1.0000,1.0013,-0.0013,-0.0642,1.0000,1.0709,-0.0709,-3.4244,1273.7000,1240.3979,33.3021,1.3246,1185.2000,1311.4806,-126.2806,-5.0579,0.0343,14.5636,-0.3907,-10.1166,-0.0696,-96.4432,-159.5827,-100.0000,-0.0070,3000.0000,853
18338.0000,-5674444.2710,-543465.7293,3.0000,100.0000,99.9058,0.0942,0.0471,100.0000,99.8673,0.1327,0.0664,27.7200,26.2755,1.4445,2.6753,26.7200,25.5440,1.1760,2.2501,1.0000,1.0008,-0.0008,-0.0397,1.0000,1.0907,-0.0907,-4.3377,1265.9000,1238.8396,27.0604,1.0804,1341.3000,1312.9080,28.3920,1.0697,0.0384,16.9358,-0.2686,-10.2488,-0.0899,-98.2653,1.3315,2.4012,-0.0023,2000.0000,837
18339.0000,-5673444.2710,-543465.7293,2.0000,100.0000,99.9225,0.0775,0.0388,100.0000,99.9164,0.0836,0.0418,27.5700,26.4775,1.0925,2.0214,26.7900,25.8062,0.9838,1.8705,1.0000,1.0019,-0.0019,-0.0927,1.0000,1.0668,-0.0668,-3.2344,1254.7000,1237.2627,17.4373,0.6997,1319.2000,1317.1114,2.0886,0.0792,0.0060,3.7478,-0.1087,-5.2355,-0.0650,-94.5968,-15.3487,-78.6071,0.0003,1000.0000,820
18528.0000,-5684444.2710,-544465.7293,2.0000,100.0000,99.9307,0.0693,0.0347,100.0000,99.9267,0.0733,0.0367,27.1300,26.7131,0.4169,0.7742,25.6500,26.0024,-0.3524,-0.6822,1.0000,1.0015,-0.0015,-0.0757,1.0000,1.0145,-0.0145,-0.7185,1199.6000,1239.8446,-40.2446,-1.6497,1327.0000,1317.6256,9.3744,0.3545,0.0040,2.8031,-0.7692,-100.0000,-0.0130,-81.0497,49.6190,100.0000,-0.0012,1000.0000,998
18529.0000,-5683444.2710,-544465.7293,2.0000,100.0000,99.9039,0.0961,0.0481,100.0000,99.8922,0.1078,0.0539,27.5600,26.4929,1.0671,1.9742,25.9700,25.7596,0.2104,0.4068,1.0000,1.0015,-0.0015,-0.0763,1.0000,1.0276,-0.0276,-1.3618,1247.6000,1243.0259,4.5741,0.1837,1339.0000,1316.3218,22.6782,0.8541,0.0117,5.7165,-0.8567,-67.0577,-0.0261,-89.5125,18.1041,66.4315,-0.0018,1414.2136,983
18529.0000,-5683444.2710,-544465.7293,2.0000,100.0000,99.9039,0.0961,0.0481,100.0000,99.8922,0.1078,0.0539,27.5600,26.4929,1.0671,1.9742,25.9700,25.7596,0.2104,0.4068,1.0000,1.0015,-0.0015,-0.0763,1.0000,1.0276,-0.0276,-1.3618,1247.6000,1243.0259,4.5741,0.1837,1339.0000,1316.3218,22.6782,0.8541,0.0117,5.7165,-0.8567,-67.0577,-0.0261,-89.5125,18.1041,66.4315,-0.0018,1414.2136,983
18530.0000,-5682444.2710,-544465.7293,3.0000,100.0000,99.9378,0.0622,0.0311,100.0000,99.9122,0.0878,0.0439,27.3200,26.8135,0.5065,0.9357,25.6900,25.9945,-0.3045,-0.5892,1.0000,1.0006,-0.0006,-0.0319,1.0000,1.0010,-0.0010,-0.0478,1280.1000,1241.1587,38.9413,1.5445,1313.2000,1316.3883,-3.1883,-0.1212,0.0256,17.0360,-0.8111,-100.0000,-0.0003,-19.9073,-42.1296,-100.0000,0.0006,2236.0680,967
18531.0000,-5681444.2710,-544465.7293,4.0000,100.0000,99.8864,0.1136,0.0568,100.0000,99.8778,0.1222,0.0612,27.1000,26.5210,0.5790,1.0798,25.9400,25.7696,0.1704,0.3296,1.0000,1.0026,-0.0026,-0.1283,1.0000,1.0337,-0.0337,-1.6594,1260.7000,1241.3931,19.3069,0.7716,1286.9000,1316.4710,-29.5710,-1.1359,0.0086,3.6496,-0.4086,-54.5206,-0.0312,-85.8502,-48.8780,-100.0000,-0.0011,3162.2777,952
18532.0000,-5680444.2710,-544465.7293,5.0000,100.0000,99.8608,0.1392,0.0696,100.0000,99.8273,0.1727,0.0864,27.6800,26.2874,1.3926,2.5804,27.2200,25.4877,1.7323,3.2867,1.0000,1.0018,-0.0018,-0.0876,1.0000,1.0799,-0.0799,-3.8434,1224.2000,1240.0772,-15.8772,-0.6443,1321.4000,1312.8012,8.5988,0.3264,0.0335,10.7539,0.3397,10.8716,-0.0782,-95.7093,24.4760,100.0000,-0.0054,4123.1056,936
18533.0000,-5679444.2710,-544465.7293,6.0000,100.0000,99.8908,0.1092,0.0546,100.0000,99.8709,0.1291,0.0646,26.8500,26.4853,0.3647,0.6838,26.3400,25.7358,0.6042,1.1603,1.0000,1.0020,-0.0020,-0.0980,1.0000,1.0472,-0.0472,-2.3069,1224.3000,1240.8229,-16.5229,-0.6703,1317.4000,1316.6356,0.7644,0.0290,0.0199,8.3475,0.2395,24.7189,-0.0453,-92.0254,17.2873,100.0000,-0.0008,5099.0195,920
18534.0000,-5678444.2710,-544465.7293,6.0000,100.0000,99.8857,0.1143,0.0572,100.0000,99.8737,0.1263,0.0632,26.4600,26.4796,-0.0196,-0.0371,25.5400,25.7544,-0.2144,-0.4180,1.0000,1.0026,-0.0026,-0.1275,1.0000,1.0476,-0.0476,-2.3239,1233.4000,1239.1000,-5.7000,-0.2305,1286.4000,1316.4323,-30.0323,-1.1538,0.0120,4.9985,-0.1948,-83.2312,-0.0450,-89.8150,-24.3324,-68.0963,-0.0006,6000.0000,904
18535.0000,-5677444.2710,-544465.7293,6.0000,100.0000,99.8930,0.1070,0.0535,100.0000,99.8762,0.1238,0.0619,25.6300,26.4552,-0.8252,-1.5842,24.7700,25.7242,-0.9542,-1.8897,1.0000,1.0019,-0.0019,-0.0939,1.0000,1.0551,-0.0551,-2.6831,1238.6000,1239.5317,-0.9317,-0.0376,1311.7000,1316.7916,-5.0916,-0.1937,0.0167,7.2476,-0.1290,-7.2520,-0.0533,-93.4074,-4.1599,-69.0637,-0.0005,5000.0000,888
18536.0000,-5676444.2710,-544465.7293,5.0000,100.0000,99.8852,0.1148,0.0574,100.0000,99.8488,0.1512,0.0757,27.1200,26.3700,0.7500,1.4021,26.7000,25.6352,1.0648,2.0345,1.0000,1.0018,-0.0018,-0.0895,1.0000,1.0766,-0.0766,-3.6865,1199.5000,1238.8407,-39.3407,-1.6134,1314.7000,1314.2986,0.4014,0.0153,0.0364,13.6819,0.3148,17.3447,-0.0748,-95.4249,39.7421,100.0000,-0.0015,4000.0000,871
18537.0000,-5675444.2710,-544465.7293,4.0000,100.0000,99.8994,0.1006,0.0503,100.0000,99.8674,0.1326,0.0663,28.2200,26.3385,1.8815,3.4487,27.2700,25.6014,1.6686,3.1559,1.0000,1.0009,-0.0009,-0.0433,1.0000,1.0816,-0.0816,-3.9196,1117.0000,1239.0392,-122.0392,-5.1798,1290.2000,1314.6017,-24.4017,-0.9368,0.0320,13.7098,-0.2130,-5.9985,-0.0807,-97.9008,97.6375,66.6737,-0.0013,3000.0000,854
18538.0000,-5674444.2710,-544465.7293,3.0000,100.0000,99.9421,0.0579,0.0290,100.0000,99.9130,0.0870,0.0435,27.9500,26.5113,1.4387,2.6417,27.2800,25.8262,1.4538,2.7374,1.0000,1.0006,-0.0006,-0.0293,1.0000,1.0023,-0.0023,-0.1129,1253.6000,1238.8655,14.7345,0.5912,1312.2000,1323.5555,-11.3555,-0.4308,0.0291,20.0583,0.0150,0.5194,-0.0017,-58.8390,-26.0901,-100.0000,-0.0005,2000.0000,838
18539.0000,-5673444.2710,-544465.7293,2.0000,100.0000,99.9588,0.0412,0.0206,100.0000,99.9441,0.0559,0.0280,27.0500,26.5266,0.5234,0.9769,26.5200,25.9077,0.6123,1.1679,1.0000,1.0008,-0.0008,-0.0408,1.0000,1.0057,-0.0057,-0.2856,1233.3000,1238.9547,-5.6547,-0.2287,1296.7000,1327.6570,-30.9570,-1.1796,0.0147,15.1860,0.0889,7.8292,-0.0049,-75.0488,-25.3023,-69.1100,-0.0025,1000.0000,822
18729.0000,-5683444.2710,-545465.7293,2.0000,100.0000,99.9747,0.0253,0.0127,100.0000,99.9628,0.0372,0.0186,26.7000,27.1705,-0.4705,-0.8734,25.4300,26.1735,-0.7435,-1.4407,1.0000,1.0001,-0.0001,-0.0068,1.0000,1.0006,-0.0006,-0.0305,1241.0000,1245.4199,-4.4199,-0.1778,1323.5000,1319.7291,3.7709,0.1427,0.0119,18.9718,-0.2730,-22.4861,-0.0005,-63.7573,8.1908,100.0000,0.0036,1000.0000,983
18729.0000,-5683444.2710,-545465.7293,2.0000,100.0000,99.9747,0.0253,0.0127,100.0000,99.9628,0.0372,0.0186,26.7000,27.1705,-0.4705,-0.8734,25.4300,26.1735,-0.7435,-1.4407,1.0000,1.0001,-0.0001,-0.0068,1.0000,1.0006,-0.0006,-0.0305,1241.0000,1245.4199,-4.4199,-0.1778,1323.5000,1319.7291,3.7709,0.1427,0.0119,18.9718,-0.2730,-22.4861,-0.0005,-63.7573,8.1908,100.0000,0.0036,1000.0000,983
18730.0000,-5682444.2710,-545465.7293,3.0000,100.0000,99.9287,0.0713,0.0356,100.0000,99.9068,0.0932,0.0466,27.4000,26.8363,0.5637,1.0393,25.7000,26.0127,-0.3127,-0.6046,1.0000,1.0007,-0.0007,-0.0334,1.0000,1.0009,-0.0009,-0.0456,1257.5000,1238.8334,18.6666,0.7478,1347.9000,1315.3036,32.5964,1.2240,0.0219,13.3180,-0.8763,-100.0000,-0.0002,-15.4889,13.9298,27.1732,0.0004,2000.0000,968
18731.0000,-5681444.2710,-545465.7293,4.0000,100.0000,99.8692,0.1308,0.0654,100.0000,99.8390,0.1610,0.0805,27.6500,26.4426,1.2074,2.2321,26.6200,25.6899,0.9301,1.7781,1.0000,1.0020,-0.0020,-0.1005,1.0000,1.0456,-0.0456,-2.2276,1194.6000,1240.0013,-45.4013,-1.8648,1304.6000,1315.3792,-10.7792,-0.4114,0.0302,10.3501,-0.2773,-12.9716,-0.0436,-91.5427,34.6221,61.6265,-0.0021,3000.0000,952
18732.0000,-5680444.2710,-545465.7293,5.0000,100.0000,99.8590,0.1410,0.0706,100.0000,99.8269,0.1731,0.0866,27.1500,26.2800,0.8700,1.6283,26.1300,25.4751,0.6549,1.2691,1.0000,1.0017,-0.0017,-0.0873,1.0000,1.0706,-0.0706,-3.4073,1185.5000,1239.2080,-53.7080,-2.2150,1282.3000,1312.7661,-30.4661,-1.1740,0.0320,10.1968,-0.2151,-14.1059,-0.0688,-95.1650,23.2419,27.6117,-0.0051,4000.0000,936
18733.0000,-5679444.2710,-545465.7293,6.0000,100.0000,99.8775,0.1225,0.0613,100.0000,99.8666,0.1334,0.0667,26.7400,26.4397,0.3003,0.5647,25.7800,25.6898,0.0902,0.1753,1.0000,1.0029,-0.0029,-0.1454,1.0000,1.0439,-0.0439,-2.1494,1163.2000,1239.8783,-76.6783,-3.1908,1306.2000,1315.7286,-9.5286,-0.3634,0.0109,4.2695,-0.2101,-53.7917,-0.0410,-87.5690,67.1496,77.8936,-0.0005,5000.0000,920
18734.0000,-5678444.2710,-545465.7293,6.0000,100.0000,99.9590,0.0410,0.0205,100.0000,99.9189,0.0811,0.0406,27.8700,26.8806,0.9894,1.8072,26.3600,26.2142,0.1458,0.2773,1.0000,1.0003,-0.0003,-0.0154,1.0000,1.0042,-0.0042,-0.2074,1245.3000,1244.8221,0.4779,0.0192,1316.2000,1315.7952,0.4048,0.0154,0.0401,32.8609,-0.8437,-74.3152,-0.0038,-86.2405,-0.0731,-8.2764,0.0005,6000.0000,904
18735.0000,-5677444.2710,-545465.7293,6.0000,100.0000,99.9385,0.0615,0.0308,100.0000,99.8797,0.1203,0.0602,25.2700,26.6308,-1.3608,-2.6220,23.8300,25.8621,-2.0321,-4.0894,1.0000,1.0000,0.0000,0.0000,1.0000,1.0049,-0.0049,-0.2449,1229.4000,1240.6809,-11.2809,-0.4567,1246.3000,1318.7186,-72.4186,-2.8233,0.0588,32.3261,-0.6713,-19.7843,-0.0049,-100.0000,-61.1377,-73.0443,0.0011,5000.0000,888
18736.0000,-5676444.2710,-545465.7293,5.0000,100.0000,99.8977,0.1023,0.0512,100.0000,99.8808,0.1192,0.0597,26.9400,26.4488,0.4912,0.9200,25.7000,25.7281,-0.0281,-0.0547,1.0000,1.0018,-0.0018,-0.0914,1.0000,1.0562,-0.0562,-2.7312,1250.9000,1238.8347,12.0653,0.4846,1315.7000,1317.1781,-1.4781,-0.0561,0.0169,7.6488,-0.5193,-100.0000,-0.0543,-93.6925,-13.5433,-100.0000,-0.0005,4000.0000,872
18737.0000,-5675444.2710,-545465.7293,4.0000,100.0000,99.9032,0.0968,0.0484,100.0000,99.8734,0.1266,0.0634,28.2200,26.2922,1.9278,3.5365,27.0400,25.5211,1.5189,2.8898,1.0000,1.0013,-0.0013,-0.0636,1.0000,1.0534,-0.0534,-2.6015,1223.5000,1239.8828,-16.3828,-0.6651,1333.3000,1312.7676,20.5324,0.7760,0.0298,13.3577,-0.4089,-11.8642,-0.0521,-95.3443,36.9152,100.0000,-0.0048,3000.0000,856
18738.0000,-5674444.2710,-545465.7293,3.0000,100.0000,99.9126,0.0874,0.0437,100.0000,99.8844,0.1156,0.0578,27.1200,26.3156,0.8044,1.5053,26.9300,25.5551,1.3749,2.6197,1.0000,1.0011,-0.0011,-0.0563,1.0000,1.0546,-0.0546,-2.6584,1245.8000,1239.8924,5.9076,0.2377,1225.9000,1313.5142,-87.6142,-3.4502,0.0282,13.8943,0.5706,26.1802,-0.0535,-95.9595,-93.5218,-100.0000,-0.0052,2000.0000,840
18739.0000,-5673444.2710,-545465.7293,2.0000,100.0000,99.9230,0.0770,0.0385,100.0000,99.9072,0.0928,0.0464,26.3100,26.6430,-0.3330,-0.6289,26.0400,25.9697,0.0703,0.1351,1.0000,1.0013,-0.0013,-0.0667,1.0000,1.0583,-0.0583,-2.8340,1196.7000,1236.0989,-39.3989,-1.6195,1338.3000,1318.3226,19.9774,0.7520,0.0158,9.3104,0.4033,100.0000,-0.0570,-95.5270,59.3763,100.0000,-0.0002,1000.0000,823
18929.0000,-5683444.2710,-546465.7293,2.0000,100.0000,99.9812,0.0188,0.0094,100.0000,99.9465,0.0535,0.0268,27.0500,27.5401,-0.4901,-0.8979,25.8600,26.3699,-0.5099,-0.9763,1.0000,1.0004,-0.0004,-0.0183,1.0000,1.0044,-0.0044,-0.2191,1241.9000,1252.5116,-10.6116,-0.4254,1324.8000,1319.6994,5.1006,0.1929,0.0347,48.0518,-0.0198,-1.9793,-0.0040,-84.6003,15.7122,100.0000,0.0051,1000.0000,984
18929.0000,-5683444.2710,-546465.7293,2.0000,100.0000,99.9812,0.0188,0.0094,100.0000,99.9465,0.0535,0.0268,27.0500,27.5401,-0.4901,-0.8979,25.8600,26.3699,-0.5099,-0.9763,1.0000,1.0004,-0.0004,-0.0183,1.0000,1.0044,-0.0044,-0.2191,1241.9000,1252.5116,-10.6116,-0.4254,1324.8000,1319.6994,5.1006,0.1929,0.0347,48.0518,-0.0198,-1.9793,-0.0040,-84.6003,15.7122,100.0000,0.0051,1000.0000,984
18930.0000,-5682444.2710,-546465.7293,3.0000,100.0000,99.9679,0.0321,0.0160,100.0000,99.9453,0.0547,0.0274,26.5900,27.1488,-0.5588,-1.0398,26.0700,26.3329,-0.2629,-0.5017,1.0000,1.0002,-0.0002,-0.0097,1.0000,1.0009,-0.0009,-0.0442,1268.3000,1242.2300,26.0700,1.0384,1336.6000,1317.8782,18.7218,0.7053,0.0226,26.0654,0.2959,36.0118,-0.0007,-63.9687,-7.3481,-16.4050,0.0017,2000.0000,968
18931.0000,-5681444.2710,-546465.7293,4.0000,100.0000,99.9130,0.0870,0.0435,100.0000,99.8937,0.1063,0.0532,27.3800,26.7060,0.6740,1.2461,26.3400,25.9207,0.4193,0.8024,1.0000,1.0017,-0.0017,-0.0838,1.0000,1.0014,-0.0014,-0.0678,1240.6000,1238.2500,2.3500,0.0948,1314.2000,1314.9415,-0.7415,-0.0282,0.0193,9.9786,-0.2547,-23.2915,0.0003,10.5904,-3.0915,-100.0000,0.0003,3000.0000,954
18932.0000,-5680444.2710,-546465.7293,5.0000,100.0000,99.8781,0.1219,0.0610,100.0000,99.8538,0.1462,0.0731,27.1700,26.3876,0.7824,1.4608,26.3600,25.6308,0.7292,1.4026,1.0000,1.0021,-0.0021,-0.1064,1.0000,1.0426,-0.0426,-2.0840,1201.2000,1239.3559,-38.1559,-1.5634,1347.8000,1315.8923,31.9077,1.1979,0.0243,9.0505,-0.0531,-3.5157,-0.0404,-90.4652,70.0636,100.0000,-0.0009,4000.0000,938
18933.0000,-5679444.2710,-546465.7293,6.0000,100.0000,99.9469,0.0531,0.0266,100.0000,99.9089,0.0911,0.0456,28.0200,26.8707,1.1493,2.0938,26.7200,26.1151,0.6049,1.1449,1.0000,1.0003,-0.0003,-0.0133,1.0000,1.0037,-0.0037,-0.1864,1259.6000,1243.3858,16.2142,0.6478,1341.1000,1315.5312,25.5688,0.9625,0.0380,26.3328,-0.5444,-31.0351,-0.0035,-86.7364,9.3546,22.3885,-0.0001,5000.0000,922
18934.0000,-5678444.2710,-546465.7293,6.0000,100.0000,99.9597,0.0403,0.0201,100.0000,99.9210,0.0790,0.0395,27.3800,26.9929,0.3871,0.7119,25.9400,26.3171,-0.3771,-0.7217,1.0000,1.0003,-0.0003,-0.0152,1.0000,1.0017,-0.0017,-0.0874,1278.7000,1246.3955,32.3045,1.2793,1327.7000,1314.8795,12.8205,0.4852,0.0387,32.4402,-0.7642,-100.0000,-0.0014,-70.3091,-19.4840,-43.1778,-0.0001,6000.0000,906
18935.0000,-5677444.2710,-546465.7293,6.0000,100.0000,99.9600,0.0400,0.0200,100.0000,99.9168,0.0832,0.0416,27.8100,26.9126,0.8974,1.6399,26.3900,26.2492,0.1408,0.2675,1.0000,1.0003,-0.0003,-0.0159,1.0000,1.0021,-0.0021,-0.1058,1219.0000,1244.9149,-25.9149,-1.0518,1333.0000,1315.6480,17.3520,0.6551,0.0433,35.1101,-0.7566,-72.8736,-0.0018,-73.8472,43.2670,100.0000,0.0003,5099.0195,889
18936.0000,-5676444.2710,-546465.7293,5.0000,100.0000,99.8898,0.1102,0.0551,100.0000,99.8722,0.1278,0.0639,27.2900,26.5582,0.7318,1.3591,26.0100,25.8109,0.1991,0.3841,1.0000,1.0019,-0.0019,-0.0966,1.0000,1.0528,-0.0528,-2.5738,1229.1000,1237.0860,-7.9860,-0.3238,1318.6000,1317.9920,0.6080,0.0231,0.0176,7.3882,-0.5328,-57.2335,-0.0509,-92.9394,8.5939,100.0000,-0.0005,4123.1056,873
18937.0000,-5675444.2710,-546465.7293,4.0000,100.0000,99.8985,0.1015,0.0508,100.0000,99.8827,0.1173,0.0587,27.4100,26.5273,0.8827,1.6366,26.8000,25.7924,1.0076,1.9159,1.0000,1.0025,-0.0025,-0.1226,1.0000,1.0557,-0.0557,-2.7113,1182.2000,1238.1473,-55.9473,-2.3115,1322.1000,1317.2037,4.8963,0.1855,0.0158,7.2429,0.1249,6.6062,-0.0533,-91.5618,60.8437,100.0000,-0.0007,3162.2777,857
